spell_id	final_upstream_binding	actual_binding	result
8903	spell_druid_healing_touch	spell_druid_healing_touch	verified
8905	spell_druid_wrath		unimplemented spell_druid_wrath
8910	spell_druid_efflorescence	spell_druid_efflorescence	verified
8936	spell_druid_efflorescence	spell_druid_efflorescence	verified
8938	spell_druid_efflorescence	spell_druid_efflorescence	verified
8939	spell_druid_efflorescence	spell_druid_efflorescence	verified
8940	spell_druid_efflorescence	spell_druid_efflorescence	verified
8941	spell_druid_efflorescence	spell_druid_efflorescence	verified
8949	spell_druid_starfire	spell_druid_starfire	verified
8950	spell_druid_starfire	spell_druid_starfire	verified
8951	spell_druid_starfire	spell_druid_starfire	verified
9033	spell_druid_shapeshift_root_snare_removal	spell_druid_shapeshift_root_snare_removal	verified
9492	spell_druid_rip	spell_druid_rip	verified
9493	spell_druid_rip	spell_druid_rip	verified
9750	spell_druid_efflorescence	spell_druid_efflorescence	verified
9752	spell_druid_rip	spell_druid_rip	verified
9758	spell_druid_healing_touch	spell_druid_healing_touch	verified
9799	spell_paladin_eye_for_an_eye	spell_paladin_eye_for_an_eye	verified
9839	spell_druid_efflorescence	spell_druid_efflorescence	verified
9840	spell_druid_efflorescence	spell_druid_efflorescence	verified
9841	spell_druid_efflorescence	spell_druid_efflorescence	verified
9849	spell_druid_open_wounds	spell_druid_open_wounds	verified
9850	spell_druid_open_wounds	spell_druid_open_wounds	verified
9856	spell_druid_efflorescence	spell_druid_efflorescence	verified
9857	spell_druid_efflorescence	spell_druid_efflorescence	verified
9858	spell_druid_efflorescence	spell_druid_efflorescence	verified
9875	spell_druid_starfire	spell_druid_starfire	verified
9876	spell_druid_starfire	spell_druid_starfire	verified
9888	spell_druid_healing_touch	spell_druid_healing_touch	verified
9889	spell_druid_healing_touch	spell_druid_healing_touch	verified
9894	spell_druid_rip	spell_druid_rip	verified
9896	spell_druid_rip	spell_druid_rip	verified
9912	spell_druid_wrath		unimplemented spell_druid_wrath
10169	spell_mage_amplify_dampen_magic_aura	spell_mage_amplify_dampen_magic_aura	verified
10211	spell_mage_arcane_missiles	spell_mage_arcane_missiles	verified
10212	spell_mage_arcane_missiles	spell_mage_arcane_missiles	verified
10258	spell_uldaman_awaken_vault_warder	spell_uldaman_awaken_vault_warder	verified
10278	spell_paladin_invulnerability_forbearance	spell_paladin_invulnerability_forbearance	verified
10332	spell_paladin_holy_strike	spell_paladin_holy_strike	verified
10333	spell_paladin_holy_strike	spell_paladin_holy_strike	verified
10336	spell_paladin_crusader_strike	spell_paladin_crusader_strike	verified
10337	spell_paladin_crusader_strike	spell_paladin_crusader_strike	verified
10403	spell_shaman_stoneskin	spell_shaman_stoneskin	verified
10404	spell_shaman_stoneskin	spell_shaman_stoneskin	verified
10405	spell_shaman_stoneskin	spell_shaman_stoneskin	verified
10431	spell_shaman_lightning_shield	spell_shaman_lightning_shield	verified
10432	spell_shaman_lightning_shield	spell_shaman_lightning_shield	verified
10445	spell_shaman_flametongue_proc	spell_shaman_flametongue_proc	verified
10458	spell_shaman_frostbrand_attack	spell_shaman_frostbrand_attack	verified
10523	spell_shaman_flametongue_proc	spell_shaman_flametongue_proc	verified
10838	spell_item_first_aid	spell_item_first_aid	verified
10839	spell_item_first_aid	spell_item_first_aid	verified
10898	spell_priest_power_word_shield	spell_priest_power_word_shield	verified
10899	spell_priest_power_word_shield	spell_priest_power_word_shield	verified
10900	spell_priest_power_word_shield	spell_priest_power_word_shield	verified
10901	spell_priest_power_word_shield	spell_priest_power_word_shield	verified
11119	spell_mage_ignite	spell_mage_ignite	verified
11120	spell_mage_ignite	spell_mage_ignite	verified
11129	spell_mage_combustion	spell_mage_combustion	verified
11185	spell_mage_improved_blizzard	spell_mage_improved_blizzard	verified
11247	spell_mage_magic_attunement	spell_mage_magic_attunement	verified
11273	spell_rogue_rupture	spell_rogue_rupture	verified
11274	spell_rogue_rupture	spell_rogue_rupture	verified
11275	spell_rogue_rupture	spell_rogue_rupture	verified
11297	spell_rogue_blackjack	spell_rogue_blackjack	verified
11299	spell_rogue_eviscerate	spell_rogue_eviscerate	verified
11300	spell_rogue_eviscerate	spell_rogue_eviscerate	verified
11600	spell_warrior_revenge	spell_warrior_revenge	verified
11601	spell_warrior_revenge	spell_warrior_revenge	verified
11675	spell_warlock_drain_soul	spell_warlock_drain_soul	verified
11683	spell_warlock_hellfire	spell_warlock_hellfire	verified
11684	spell_warlock_hellfire	spell_warlock_hellfire	verified
11687	spell_warlock_life_tap	spell_warlock_life_tap	verified
11688	spell_warlock_life_tap	spell_warlock_life_tap	verified
11689	spell_warlock_life_tap	spell_warlock_life_tap	verified
11693	spell_warlock_funnels	spell_warlock_funnels	verified
11694	spell_warlock_funnels	spell_warlock_funnels	verified
11695	spell_warlock_funnels	spell_warlock_funnels	verified
11699	spell_warlock_drain_life	spell_warlock_drain_life	verified
11700	spell_warlock_drain_life	spell_warlock_drain_life	verified
11707	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
11708	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
11711	spell_warlock_curse_of_agony	spell_warlock_curse_of_agony	verified
11712	spell_warlock_curse_of_agony	spell_warlock_curse_of_agony	verified
11713	spell_warlock_curse_of_agony	spell_warlock_curse_of_agony	verified
11717	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
11719	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
11721	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
11722	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
11725	spell_warlock_enslave_demon	spell_warlock_enslave_demon	verified
11726	spell_warlock_enslave_demon	spell_warlock_enslave_demon	verified
11729	spell_warlock_create_healthstone	spell_warlock_create_healthstone	verified
11730	spell_warlock_create_healthstone	spell_warlock_create_healthstone	verified
11759	spell_tanaris_field_sampling	spell_tanaris_field_sampling	verified
11760	spell_tanaris_field_sampling	spell_tanaris_field_sampling	verified
11761	spell_tanaris_field_sampling	spell_tanaris_field_sampling	verified
11770	spell_warlock_fire_shield	spell_warlock_fire_shield	verified
11771	spell_warlock_fire_shield	spell_warlock_fire_shield	verified
11784	spell_warlock_soothing_kiss	spell_warlock_soothing_kiss	verified
11785	spell_warlock_soothing_kiss	spell_warlock_soothing_kiss	verified
12042	spell_mage_arcane_power	spell_mage_arcane_power	verified
12162	spell_warrior_deep_wounds	spell_warrior_deep_wounds	verified
12292	spell_warrior_sweeping_strikes	spell_warrior_sweeping_strikes	verified
12472	spell_mage_cold_snap	spell_mage_cold_snap	verified
12487	spell_mage_improved_blizzard	spell_mage_improved_blizzard	verified
12488	spell_mage_improved_blizzard	spell_mage_improved_blizzard	verified
12654	spell_mage_ignite	spell_mage_ignite	verified
12709	spell_item_green_glow	spell_item_green_glow	verified
12766	spell_chained_essence_of_eranikus	spell_chained_essence_of_eranikus	verified
12775	spell_item_self_target_learn_spell	spell_item_self_target_learn_spell	verified
12846	spell_mage_ignite	spell_mage_ignite	verified
12847	spell_mage_ignite	spell_mage_ignite	verified
12848	spell_mage_ignite	spell_mage_ignite	verified
12850	spell_warrior_deep_wounds	spell_warrior_deep_wounds	verified
12868	spell_warrior_deep_wounds	spell_warrior_deep_wounds	verified
12964	spell_warrior_unbridled_wrath	spell_warrior_unbridled_wrath	verified
12966	spell_warrior_flurry	spell_warrior_flurry	verified
12967	spell_warrior_flurry	spell_warrior_flurry	verified
12968	spell_warrior_flurry	spell_warrior_flurry	verified
12969	spell_warrior_flurry	spell_warrior_flurry	verified
12970	spell_warrior_flurry	spell_warrior_flurry	verified
12975	spell_warrior_last_stand	spell_warrior_last_stand	verified
13120	spell_net_o_matic	spell_net_o_matic	verified
13278	spell_item_gnomish_death_ray	spell_item_gnomish_death_ray	verified
13493	spell_item_gnomish_death_ray_periodic	spell_item_gnomish_death_ray_periodic	verified
13795	spell_hunter_trap	spell_hunter_trap	verified
13797	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
13809	spell_hunter_trap	spell_hunter_trap	verified
13810	spell_hunter_frost_trap_aura	spell_hunter_frost_trap_aura	verified
13812	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
13813	spell_hunter_trap	spell_hunter_trap	verified
13877	spell_rogue_blade_flurry	spell_rogue_blade_flurry	verified
13983	spell_rogue_setup	spell_rogue_setup	verified
14070	spell_rogue_setup	spell_rogue_setup	verified
14071	spell_rogue_setup	spell_rogue_setup	verified
14079	spell_rogue_improved_ambush	spell_rogue_improved_ambush	verified
14080	spell_rogue_improved_ambush	spell_rogue_improved_ambush	verified
14081	spell_rogue_improved_ambush	spell_rogue_improved_ambush	verified
14093	spell_rogue_improved_sap_vanish	spell_rogue_improved_sap_vanish	verified
14185	spell_rogue_preparation	spell_rogue_preparation	verified
14269	spell_hunter_mongoose_bite	spell_hunter_mongoose_bite	verified
14270	spell_hunter_mongoose_bite	spell_hunter_mongoose_bite	verified
14271	spell_hunter_mongoose_bite	spell_hunter_mongoose_bite	verified
14294	spell_hunter_volley	spell_hunter_volley	verified
14295	spell_hunter_volley	spell_hunter_volley	verified
14298	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
14299	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
14300	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
14301	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
14302	spell_hunter_trap	spell_hunter_trap	verified
14303	spell_hunter_trap	spell_hunter_trap	verified
14304	spell_hunter_trap	spell_hunter_trap	verified
14305	spell_hunter_trap	spell_hunter_trap	verified
14310	spell_hunter_trap	spell_hunter_trap	verified
14311	spell_hunter_trap	spell_hunter_trap	verified
14314	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
14315	spell_hunter_stinging_nettle_fire_trap	spell_hunter_stinging_nettle_fire_trap	verified
14316	spell_hunter_trap	spell_hunter_trap	verified
14317	spell_hunter_trap	spell_hunter_trap	verified
14892	spell_priest_inspiration	spell_priest_inspiration	verified
15058	spell_mage_arcane_instability	spell_mage_arcane_instability	verified
15059	spell_mage_arcane_instability	spell_mage_arcane_instability	verified
15060	spell_mage_arcane_instability	spell_mage_arcane_instability	verified
15237	spell_priest_holy_nova	spell_priest_holy_nova	verified
15286	spell_priest_vampiric_embrace	spell_priest_vampiric_embrace	verified
15362	spell_priest_inspiration	spell_priest_inspiration	verified
15363	spell_priest_inspiration	spell_priest_inspiration	verified
15364	spell_priest_inspiration	spell_priest_inspiration	verified
15365	spell_priest_inspiration	spell_priest_inspiration	verified
15430	spell_priest_holy_nova	spell_priest_holy_nova	verified
15431	spell_priest_holy_nova	spell_priest_holy_nova	verified
15712	spell_item_linkens_boomerang	spell_item_linkens_boomerang	verified
15735	spell_mage_arcane_missiles	spell_mage_arcane_missiles	verified
15748	spell_ubrs_freeze_rookery_egg	spell_ubrs_freeze_rookery_egg	verified
15790	spell_mage_arcane_missiles	spell_mage_arcane_missiles	verified
16028	spell_ubrs_freeze_rookery_egg	spell_ubrs_freeze_rookery_egg	verified
16072	spell_purify_and_place_food	spell_purify_and_place_food	verified
16086	spell_shaman_improved_fire_totems	spell_shaman_improved_fire_totems	verified
16191	spell_shaman_mana_tide	spell_shaman_mana_tide	verified
16266	spell_shaman_elemental_weapons	spell_shaman_elemental_weapons	verified
16336	spell_haunting_phantoms	spell_haunting_phantoms	verified
16343	spell_shaman_flametongue_proc	spell_shaman_flametongue_proc	verified
16344	spell_shaman_flametongue_proc	spell_shaman_flametongue_proc	verified
16352	spell_shaman_frostbrand_attack	spell_shaman_frostbrand_attack	verified
16353	spell_shaman_frostbrand_attack	spell_shaman_frostbrand_attack	verified
16381	spell_rockwing_gargoyle	spell_rockwing_gargoyle	verified
16389	spell_shaman_flametongue_proc	spell_shaman_flametongue_proc	verified
16544	spell_shaman_improved_fire_totems	spell_shaman_improved_fire_totems	verified
16589	spell_noggenfogger_elixir	spell_noggenfogger_elixir	verified
16998	spell_druid_carnage	spell_druid_carnage	verified
16999	spell_druid_carnage	spell_druid_carnage	verified
17166	spell_release_umis_yeti	spell_release_umis_yeti	verified
17271	spell_test_fetid_skull	spell_test_fetid_skull	verified
17770	spell_item_wolfshead_helm	spell_item_wolfshead_helm	verified
17793	spell_warlock_shadow_vulnerability	spell_warlock_shadow_vulnerability	verified
17796	spell_warlock_shadow_vulnerability	spell_warlock_shadow_vulnerability	verified
17801	spell_warlock_shadow_vulnerability	spell_warlock_shadow_vulnerability	verified
17802	spell_warlock_shadow_vulnerability	spell_warlock_shadow_vulnerability	verified
17803	spell_warlock_shadow_vulnerability	spell_warlock_shadow_vulnerability	verified
17862	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
17925	spell_warlock_death_coil	spell_warlock_death_coil	verified
17926	spell_warlock_death_coil	spell_warlock_death_coil	verified
17937	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
17962	spell_warlock_conflagrate	spell_warlock_conflagrate	verified
18073	spell_warlock_pyroclasm	spell_warlock_pyroclasm	verified
18096	spell_warlock_pyroclasm	spell_warlock_pyroclasm	verified
18119	spell_warlock_consequences	spell_warlock_consequences	verified
18120	spell_warlock_consequences	spell_warlock_consequences	verified
18121	spell_warlock_consequences	spell_warlock_consequences	verified
18122	spell_warlock_consequences	spell_warlock_consequences	verified
18123	spell_warlock_consequences	spell_warlock_consequences	verified
18137	spell_priest_shadowguard	spell_priest_shadowguard	verified
18153	spell_kodo_kombobulator	spell_kodo_kombobulator	verified
18223	spell_warlock_malediction_curse	spell_warlock_malediction_curse	verified
18350	spell_item_earthshatterer_t3	spell_item_earthshatterer_t3	verified
18371	spell_warlock_soul_siphon	spell_warlock_soul_siphon	verified
18462	spell_mage_arcane_meditation	spell_mage_arcane_meditation	verified
18463	spell_mage_arcane_meditation	spell_mage_arcane_meditation	verified
18464	spell_mage_arcane_meditation	spell_mage_arcane_meditation	verified
18540	spell_warlock_ritual_of_doom	spell_warlock_ritual_of_doom	verified
18541	spell_warlock_summon_doomguard	spell_warlock_summon_doomguard	verified
18562	spell_druid_swiftmend	spell_druid_swiftmend	verified
18608	spell_item_first_aid	spell_item_first_aid	verified
18610	spell_item_first_aid	spell_item_first_aid	verified
18662	spell_warlock_summon_doomguard	spell_warlock_summon_doomguard	verified
18765	spell_warrior_sweeping_strikes	spell_warrior_sweeping_strikes	verified
18788	spell_warlock_demonic_sacrifice	spell_warlock_demonic_sacrifice	verified
18789	spell_warlock_demonic_sacrifice	spell_warlock_demonic_sacrifice	verified
18790	spell_warlock_demonic_sacrifice	spell_warlock_demonic_sacrifice	verified
18791	spell_warlock_demonic_sacrifice	spell_warlock_demonic_sacrifice	verified
18792	spell_warlock_demonic_sacrifice	spell_warlock_demonic_sacrifice	verified
18930	spell_warlock_conflagrate	spell_warlock_conflagrate	verified
18931	spell_warlock_conflagrate	spell_warlock_conflagrate	verified
18932	spell_warlock_conflagrate	spell_warlock_conflagrate	verified
19289	spell_priest_elunes_grace	spell_priest_elunes_grace	verified
19291	spell_priest_elunes_grace	spell_priest_elunes_grace	verified
19292	spell_priest_elunes_grace	spell_priest_elunes_grace	verified
19293	spell_priest_elunes_grace	spell_priest_elunes_grace	verified
19306	spell_hunter_counterattack	spell_hunter_counterattack	verified
19308	spell_priest_shadowguard	spell_priest_shadowguard	verified
19309	spell_priest_shadowguard	spell_priest_shadowguard	verified
19310	spell_priest_shadowguard	spell_priest_shadowguard	verified
19311	spell_priest_shadowguard	spell_priest_shadowguard	verified
19312	spell_priest_shadowguard	spell_priest_shadowguard	verified
19434	spell_hunter_aimed_shot	spell_hunter_aimed_shot	verified
19505	spell_warlock_devour_magic	spell_warlock_devour_magic	verified
19549	spell_hunter_improved_primal_aspects	spell_hunter_improved_primal_aspects	verified
19550	spell_hunter_improved_primal_aspects	spell_hunter_improved_primal_aspects	verified
19551	spell_hunter_improved_primal_aspects	spell_hunter_improved_primal_aspects	verified
19552	spell_hunter_swift_aspects	spell_hunter_swift_aspects	verified
19553	spell_hunter_swift_aspects	spell_hunter_swift_aspects	verified
19554	spell_hunter_swift_aspects	spell_hunter_swift_aspects	verified
19555	spell_hunter_swift_aspects	spell_hunter_swift_aspects	verified
19556	spell_hunter_swift_aspects	spell_hunter_swift_aspects	verified
19572	spell_hunter_improved_mend_pet	spell_hunter_improved_mend_pet	verified
19573	spell_hunter_improved_mend_pet	spell_hunter_improved_mend_pet	verified
19574	spell_hunter_bestial_wrath	spell_hunter_bestial_wrath	verified
19731	spell_warlock_devour_magic	spell_warlock_devour_magic	verified
19734	spell_warlock_devour_magic	spell_warlock_devour_magic	verified
19736	spell_warlock_devour_magic	spell_warlock_devour_magic	verified
19750	spell_paladin_flash_of_light	spell_paladin_flash_of_light	verified
19805	spell_target_dummy	spell_target_dummy	verified
19939	spell_paladin_flash_of_light	spell_paladin_flash_of_light	verified
19940	spell_paladin_flash_of_light	spell_paladin_flash_of_light	verified
19941	spell_paladin_flash_of_light	spell_paladin_flash_of_light	verified
19942	spell_paladin_flash_of_light	spell_paladin_flash_of_light	verified
19943	spell_paladin_flash_of_light	spell_paladin_flash_of_light	verified
20050	spell_paladin_vengeance	spell_paladin_vengeance	verified
20052	spell_paladin_vengeance	spell_paladin_vengeance	verified
20053	spell_paladin_vengeance	spell_paladin_vengeance	verified
20054	spell_paladin_vengeance	spell_paladin_vengeance	verified
20055	spell_paladin_vengeance	spell_paladin_vengeance	verified
20116	spell_paladin_consecration	spell_paladin_consecration	verified
20148	spell_paladin_shield_specialization	spell_paladin_shield_specialization	verified
20149	spell_paladin_shield_specialization	spell_paladin_shield_specialization	verified
20150	spell_paladin_shield_specialization	spell_paladin_shield_specialization	verified
20154	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20178	spell_paladin_reckoning	spell_paladin_reckoning	verified
