spell_id	name	current_binding	expected_binding	status
8213	Cooked Deviate Fish		spell_cooked_deviate_fish	missing_binding
8248	Flametongue Totem Proc		spell_shaman_flametongue_proc	missing_binding
8253	Flametongue Totem Proc		spell_shaman_flametongue_proc	missing_binding
8316	Fire Shield		spell_warlock_fire_shield	missing_binding
8317	Fire Shield		spell_warlock_fire_shield	missing_binding
8342	Defibrillate		spell_goblin_jumper_cables	missing_binding
8416	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
8417	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
8623	Eviscerate		spell_rogue_eviscerate	missing_binding
8624	Eviscerate		spell_rogue_eviscerate	missing_binding
9033	Shapeshift Form Effect		spell_druid_shapeshift_root_snare_removal	missing_binding
9799	Eye for an Eye		spell_paladin_eye_for_an_eye	missing_binding
9849	Claw		spell_druid_open_wounds	missing_binding
9850	Claw		spell_druid_open_wounds	missing_binding
10211	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
10212	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
10258	Awaken Vault Warder		spell_uldaman_awaken_vault_warder	missing_binding
10278	Blessing of Protection		spell_paladin_invulnerability_forbearance	missing_binding
10332	Holy Strike		spell_paladin_holy_strike	missing_binding
10333	Holy Strike		spell_paladin_holy_strike	missing_binding
10399	Rockbiter Weapon		spell_shaman_rockbiter_weapon	missing_binding
10431	Lightning Shield		spell_shaman_lightning_shield	missing_binding
10432	Lightning Shield		spell_shaman_lightning_shield	missing_binding
10445	Flametongue Weapon Proc		spell_shaman_flametongue_proc	missing_binding
10523	Flametongue Totem Proc		spell_shaman_flametongue_proc	missing_binding
10838	First Aid		spell_item_first_aid	missing_binding
10839	First Aid		spell_item_first_aid	missing_binding
10898	Power Word: Shield		spell_priest_power_word_shield	missing_binding
10899	Power Word: Shield		spell_priest_power_word_shield	missing_binding
10900	Power Word: Shield		spell_priest_power_word_shield	missing_binding
10901	Power Word: Shield		spell_priest_power_word_shield	missing_binding
11119	Ignite		spell_mage_ignite	missing_binding
11120	Ignite		spell_mage_ignite	missing_binding
11129	Combustion		spell_mage_combustion	missing_binding
11185	Improved Blizzard		spell_mage_improved_blizzard	missing_binding
11299	Eviscerate		spell_rogue_eviscerate	missing_binding
11300	Eviscerate		spell_rogue_eviscerate	missing_binding
11687	Life Tap		spell_warlock_life_tap	missing_binding
11688	Life Tap		spell_warlock_life_tap	missing_binding
11689	Life Tap		spell_warlock_life_tap	missing_binding
11729	Create Healthstone (Greater)		spell_warlock_create_healthstone	missing_binding
11730	Create Healthstone (Major)		spell_warlock_create_healthstone	missing_binding
11759	Basilisk Sample		spell_tanaris_field_sampling	missing_binding
11760	Hyena Sample		spell_tanaris_field_sampling	missing_binding
11761	Scorpid Sample		spell_tanaris_field_sampling	missing_binding
11770	Fire Shield		spell_warlock_fire_shield	missing_binding
11771	Fire Shield		spell_warlock_fire_shield	missing_binding
12162	Deep Wounds		spell_warrior_deep_wounds	missing_binding
12292	Sweeping Strikes		spell_warrior_sweeping_strikes	missing_binding
12472	Cold Snap		spell_mage_cold_snap	missing_binding
12487	Improved Blizzard		spell_mage_improved_blizzard	missing_binding
12488	Improved Blizzard		spell_mage_improved_blizzard	missing_binding
12709	Collecting Fallout		spell_item_green_glow	missing_binding
12766	Poison Cloud		spell_chained_essence_of_eranikus	missing_binding
12775	Goblin Radio		spell_item_self_target_learn_spell	missing_binding
12846	Ignite		spell_mage_ignite	missing_binding
12847	Ignite		spell_mage_ignite	missing_binding
12848	Ignite		spell_mage_ignite	missing_binding
12850	Deep Wounds		spell_warrior_deep_wounds	missing_binding
12868	Deep Wounds		spell_warrior_deep_wounds	missing_binding
12975	Last Stand		spell_warrior_last_stand	missing_binding
13120	Net-o-Matic		spell_net_o_matic	missing_binding
13278	Gnomish Death Ray		spell_item_gnomish_death_ray	missing_binding
13493	Gnomish Death Ray		spell_item_gnomish_death_ray_periodic	missing_binding
13797	Immolation Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
13810	Frost Trap Aura		spell_hunter_frost_trap_aura	missing_binding
13812	Explosive Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
13877	Blade Flurry		spell_rogue_blade_flurry	missing_binding
14079	Improved Ambush		spell_rogue_improved_ambush	missing_binding
14080	Improved Ambush		spell_rogue_improved_ambush	missing_binding
14081	Improved Ambush		spell_rogue_improved_ambush	missing_binding
14093	Vanished		spell_rogue_improved_sap_vanish	missing_binding
14185	Preparation		spell_rogue_preparation	missing_binding
14269	Mongoose Bite		spell_hunter_mongoose_bite	missing_binding
14270	Mongoose Bite		spell_hunter_mongoose_bite	missing_binding
14271	Mongoose Bite		spell_hunter_mongoose_bite	missing_binding
14298	Immolation Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
14299	Immolation Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
14300	Immolation Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
14301	Immolation Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
14314	Explosive Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
14315	Explosive Trap Effect		spell_hunter_stinging_nettle_fire_trap	missing_binding
14892	Inspiration		spell_priest_inspiration	missing_binding
15058	Arcane Instability		spell_mage_arcane_instability	missing_binding
15059	Arcane Instability		spell_mage_arcane_instability	missing_binding
15060	Arcane Instability		spell_mage_arcane_instability	missing_binding
15237	Holy Nova		spell_priest_holy_nova	missing_binding
15286	Vampiric Embrace		spell_priest_vampiric_embrace	missing_binding
15362	Inspiration		spell_priest_inspiration	missing_binding
15363	Inspiration		spell_priest_inspiration	missing_binding
15364	Inspiration		spell_priest_inspiration	missing_binding
15365	Inspiration		spell_priest_inspiration	missing_binding
15430	Holy Nova		spell_priest_holy_nova	missing_binding
15431	Holy Nova		spell_priest_holy_nova	missing_binding
15712	Linken's Boomerang		spell_item_linkens_boomerang	missing_binding
15735	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
15748	Freeze Rookery Egg		spell_ubrs_freeze_rookery_egg	missing_binding
15790	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
16028	Freeze Rookery Egg - Prototype		spell_ubrs_freeze_rookery_egg	missing_binding
16072	Purify and Place Food		spell_purify_and_place_food	missing_binding
16191	Mana Tide		spell_shaman_mana_tide	missing_binding
16314	Rockbiter Weapon		spell_shaman_rockbiter_weapon	missing_binding
16315	Rockbiter Weapon		spell_shaman_rockbiter_weapon	missing_binding
16316	Rockbiter Weapon		spell_shaman_rockbiter_weapon	missing_binding
16336	Haunting Phantoms		spell_haunting_phantoms	missing_binding
16343	Flametongue Weapon Proc		spell_shaman_flametongue_proc	missing_binding
16344	Flametongue Weapon Proc		spell_shaman_flametongue_proc	missing_binding
16381	Summon Rockwing Gargoyles		spell_rockwing_gargoyle	missing_binding
16389	Flametongue Totem Proc		spell_shaman_flametongue_proc	missing_binding
16589	Noggenfogger Elixir		spell_noggenfogger_elixir	missing_binding
17166	Release Umi's Yeti		spell_release_umis_yeti	missing_binding
17271	Test Fetid Skull		spell_test_fetid_skull	missing_binding
17770	Wolfshead Helm Energy		spell_item_wolfshead_helm	missing_binding
17962	Conflagrate		spell_warlock_conflagrate	missing_binding
18073	Pyroclasm		spell_warlock_pyroclasm	missing_binding
18096	Pyroclasm		spell_warlock_pyroclasm	missing_binding
18119	Aftermath		spell_warlock_consequences	missing_binding
18120	Aftermath		spell_warlock_consequences	missing_binding
18121	Aftermath		spell_warlock_consequences	missing_binding
18122	Aftermath		spell_warlock_consequences	missing_binding
18123	Aftermath		spell_warlock_consequences	missing_binding
18137	Shadowguard		spell_priest_shadowguard	missing_binding
18153	Kodo Kombobulator		spell_kodo_kombobulator	missing_binding
18350	Dummy Trigger		spell_item_earthshatterer_t3	missing_binding
18371	Soul Siphon		spell_warlock_soul_siphon	missing_binding
18540	Ritual of Doom		spell_warlock_ritual_of_doom	missing_binding
18562	Swiftmend		spell_druid_swiftmend	missing_binding
18608	First Aid		spell_item_first_aid	missing_binding
18610	First Aid		spell_item_first_aid	missing_binding
18788	Demonic Sacrifice		spell_warlock_demonic_sacrifice	missing_binding
18930	Conflagrate		spell_warlock_conflagrate	missing_binding
18931	Conflagrate		spell_warlock_conflagrate	missing_binding
18932	Conflagrate		spell_warlock_conflagrate	missing_binding
19289	Elune's Grace		spell_priest_elunes_grace	missing_binding
19291	Elune's Grace		spell_priest_elunes_grace	missing_binding
19292	Elune's Grace		spell_priest_elunes_grace	missing_binding
19293	Elune's Grace		spell_priest_elunes_grace	missing_binding
19306	Counterattack		spell_hunter_counterattack	missing_binding
19308	Shadowguard		spell_priest_shadowguard	missing_binding
19309	Shadowguard		spell_priest_shadowguard	missing_binding
19310	Shadowguard		spell_priest_shadowguard	missing_binding
19311	Shadowguard		spell_priest_shadowguard	missing_binding
19312	Shadowguard		spell_priest_shadowguard	missing_binding
19505	Devour Magic		spell_warlock_devour_magic	missing_binding
19572	Improved Mend Pet		spell_hunter_improved_mend_pet	missing_binding
19573	Improved Mend Pet		spell_hunter_improved_mend_pet	missing_binding
19731	Devour Magic		spell_warlock_devour_magic	missing_binding
19734	Devour Magic		spell_warlock_devour_magic	missing_binding
19736	Devour Magic		spell_warlock_devour_magic	missing_binding
19750	Flash of Light		spell_paladin_flash_of_light	missing_binding
19805	Masterwork Target Dummy		spell_target_dummy	missing_binding
19939	Flash of Light		spell_paladin_flash_of_light	missing_binding
19940	Flash of Light		spell_paladin_flash_of_light	missing_binding
19941	Flash of Light		spell_paladin_flash_of_light	missing_binding
19942	Flash of Light		spell_paladin_flash_of_light	missing_binding
19943	Flash of Light		spell_paladin_flash_of_light	missing_binding
20148	Shield Specialization		spell_paladin_shield_specialization	missing_binding
20149	Shield Specialization		spell_paladin_shield_specialization	missing_binding
20150	Shield Specialization		spell_paladin_shield_specialization	missing_binding
20154	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20178	Reckoning		spell_paladin_reckoning	missing_binding
20185	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20186	Judgement of Wisdom		spell_paladin_judgement_of_light_wisdom	missing_binding
20188	Judgement of the Crusader		spell_paladin_judgement_of_the_crusader	missing_binding
20210	Illumination		spell_paladin_illumination	missing_binding
20212	Illumination		spell_paladin_illumination	missing_binding
20213	Illumination		spell_paladin_illumination	missing_binding
20214	Illumination		spell_paladin_illumination	missing_binding
20215	Illumination		spell_paladin_illumination	missing_binding
20230	Retaliation		spell_warrior_retaliation	missing_binding
20231	Seal of Fury		spell_paladin_seal_of_fury_proc	missing_binding
20234	Improved Lay on Hands		spell_paladin_improved_lay_on_hands	missing_binding
20235	Improved Lay on Hands		spell_paladin_improved_lay_on_hands	missing_binding
20267	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20271	Judgement		spell_paladin_judgement	missing_binding
20287	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20288	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20289	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20290	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20291	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20292	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20293	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
20300	Judgement of the Crusader		spell_paladin_judgement_of_the_crusader	missing_binding
20301	Judgement of the Crusader		spell_paladin_judgement_of_the_crusader	missing_binding
20302	Judgement of the Crusader		spell_paladin_judgement_of_the_crusader	missing_binding
20303	Judgement of the Crusader		spell_paladin_judgement_of_the_crusader	missing_binding
20341	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20342	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20343	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20344	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20345	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20346	Judgement of Light		spell_paladin_judgement_of_light_wisdom	missing_binding
20354	Judgement of Wisdom		spell_paladin_judgement_of_light_wisdom	missing_binding
20355	Judgement of Wisdom		spell_paladin_judgement_of_light_wisdom	missing_binding
20375	Seal of Command		spell_paladin_conviction_seals	missing_binding
20415	Seal of Fury		spell_paladin_seal_of_fury_proc	missing_binding
20416	Seal of Fury		spell_paladin_seal_of_fury_proc	missing_binding
20417	Seal of Fury		spell_paladin_seal_of_fury_proc	missing_binding
20418	Seal of Fury		spell_paladin_seal_of_fury_proc	missing_binding
20425	Judgement of Command		spell_paladin_judgement_of_command_dummy	missing_binding
20467	Judgement of Command		spell_paladin_judgement_of_command	missing_binding
20473	Holy Shock		spell_paladin_holy_shock	missing_binding
20577	Cannibalize		spell_cannibalize	missing_binding
20578	Cannibalize		spell_cannibalize_aura	missing_binding
20580	Shadowmeld		spell_shadowmeld	missing_binding
20594	Stoneform		spell_stoneform	missing_binding
20647	Execute		spell_warrior_execute_trigger	missing_binding
20658	Execute		spell_warrior_execute	missing_binding
20660	Execute		spell_warrior_execute	missing_binding
20661	Execute		spell_warrior_execute	missing_binding
20662	Execute		spell_warrior_execute	missing_binding
20803			spell_item_first_aid	missing_spell
20865	Rockbiter Weapon Proc		spell_shaman_rockbiter_proc	missing_binding
20866	Rockbiter Weapon Proc		spell_shaman_rockbiter_proc	missing_binding
20867	Rockbiter Weapon Proc		spell_shaman_rockbiter_proc	missing_binding
20868	Rockbiter Weapon Proc		spell_shaman_rockbiter_proc	missing_binding
20870	Rockbiter Weapon Proc		spell_shaman_rockbiter_proc	missing_binding
20871	Rockbiter Weapon Proc		spell_shaman_rockbiter_proc	missing_binding
20909	Counterattack		spell_hunter_counterattack	missing_binding
20910	Counterattack		spell_hunter_counterattack	missing_binding
20915	Seal of Command		spell_paladin_conviction_seals	missing_binding
20918	Seal of Command		spell_paladin_conviction_seals	missing_binding
20919	Seal of Command		spell_paladin_conviction_seals	missing_binding
20920	Seal of Command		spell_paladin_conviction_seals	missing_binding
20929	Holy Shock		spell_paladin_holy_shock	missing_binding
20930	Holy Shock		spell_paladin_holy_shock	missing_binding
20961	Judgement of Command		spell_paladin_judgement_of_command_dummy	missing_binding
20962	Judgement of Command		spell_paladin_judgement_of_command_dummy	missing_binding
20963	Judgement of Command		spell_paladin_judgement_of_command	missing_binding
20964	Judgement of Command		spell_paladin_judgement_of_command	missing_binding
20965	Judgement of Command		spell_paladin_judgement_of_command	missing_binding
20966	Judgement of Command		spell_paladin_judgement_of_command	missing_binding
20967	Judgement of Command		spell_paladin_judgement_of_command_dummy	missing_binding
20968	Judgement of Command		spell_paladin_judgement_of_command_dummy	missing_binding
21050	Melodious Rapture		spell_melodious_rapture	missing_binding
21084	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
21183	Judgement of the Crusader		spell_paladin_judgement_of_the_crusader	missing_binding
21544	Create Shredder		spell_alterac_shredder	missing_binding
21565	Create Shredder		spell_alterac_shredder	missing_binding
21651	Opening		spell_battleground_banner_open	missing_binding
21972	Thorns Explosion Chance		spell_druid_thorns_explosion	missing_binding
21977	Warrior's Wrath		spell_warrior_warriors_wrath	missing_binding
22272	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
22557			spell_druid_ferocious_bite	missing_spell
22568	Ferocious Bite		spell_druid_ferocious_bite	missing_binding
22801	Ghost Wolf Speed		spell_shaman_ghost_wolf_speed	missing_binding
22827	Ferocious Bite		spell_druid_ferocious_bite	missing_binding
22828	Ferocious Bite		spell_druid_ferocious_bite	missing_binding
22829	Ferocious Bite		spell_druid_ferocious_bite	missing_binding
22842	Frenzied Regeneration		spell_druid_frenzied_regeneration	missing_binding
22895	Frenzied Regeneration		spell_druid_frenzied_regeneration	missing_binding
22896	Frenzied Regeneration		spell_druid_frenzied_regeneration	missing_binding
22999	Defibrillate		spell_goblin_jumper_cables_xl	missing_binding
23074	Arcanite Dragonling		spell_mechanical_companion	missing_binding
23075	Mithril Mechanical Dragonling		spell_mechanical_companion	missing_binding
23076	Mechanical Dragonling		spell_mechanical_companion	missing_binding
23133	Gnomish Battle Chicken		spell_mechanical_companion	missing_binding
23134	Goblin Bomb		spell_goblin_bomb_dispenser	missing_binding
23138	Gate of Shazzrah		spell_shazzrah_gate	missing_binding
23206	Chain Lightning		spell_simone_seductress_chain_lightning	missing_binding
23401	Corrupted Healing		spell_item_corrupted_healing	missing_binding
23424	Corrupted Totems		spell_nefarian_corrupted_totems	missing_binding
23442	Everlook Transporter		spell_item_everlook_transporter	missing_binding
23448	Transporter Arrival		spell_gadgetzan_transporter	missing_binding
23453	Gnomish Transporter		spell_gadgetzan_transporter	missing_binding
23551	Lightning Shield		spell_item_ten_storms_lightning_shield	missing_binding
23552	Lightning Shield		spell_item_ten_storms_lightning_shield	missing_binding
23567	First Aid		spell_item_first_aid	missing_binding
23568	First Aid		spell_item_first_aid	missing_binding
23569	First Aid		spell_item_first_aid	missing_binding
23572	Mana Surge		spell_item_mana_surge	missing_binding
23582	Clean Escape		spell_rogue_clean_escape	missing_binding
23696	First Aid		spell_item_first_aid	missing_binding
23735	Sayge's Dark Fortune of Strength		spell_sayges_dark_fortune	missing_binding
23736	Sayge's Dark Fortune of Agility		spell_sayges_dark_fortune	missing_binding
23737	Sayge's Dark Fortune of Stamina		spell_sayges_dark_fortune	missing_binding
23738	Sayge's Dark Fortune of Spirit		spell_sayges_dark_fortune	missing_binding
23766	Sayge's Dark Fortune of Intelligence		spell_sayges_dark_fortune	missing_binding
23767	Sayge's Dark Fortune of Armor		spell_sayges_dark_fortune	missing_binding
23768	Sayge's Dark Fortune of Damage		spell_sayges_dark_fortune	missing_binding
23769	Sayge's Dark Fortune of Resistance		spell_sayges_dark_fortune	missing_binding
23852	Jubling Cooldown		spell_item_jubling_cooldown	missing_binding
23881	Bloodthirst		spell_warrior_bloodthirst	missing_binding
23892	Bloodthirst		spell_warrior_bloodthirst	missing_binding
23893	Bloodthirst		spell_warrior_bloodthirst	missing_binding
23894	Bloodthirst		spell_warrior_bloodthirst	missing_binding
23922	Shield Slam		spell_warrior_shield_slam	missing_binding
23923	Shield Slam		spell_warrior_shield_slam	missing_binding
23924	Shield Slam		spell_warrior_shield_slam	missing_binding
23925	Shield Slam		spell_warrior_shield_slam	missing_binding
23989	Readiness		spell_hunter_readiness	missing_binding
24187	Claw		spell_druid_open_wounds	missing_binding
24239	Hammer of Wrath		spell_paladin_hammer_of_wrath	missing_binding
24274	Hammer of Wrath		spell_paladin_hammer_of_wrath	missing_binding
24275	Hammer of Wrath		spell_paladin_hammer_of_wrath	missing_binding
24340	Meteor		spell_meteor	missing_binding
24412	First Aid		spell_item_first_aid	missing_binding
24413	First Aid		spell_item_first_aid	missing_binding
24414	First Aid		spell_item_first_aid	missing_binding
24531	Refocus		spell_hunter_refocus	missing_binding
24590	Brittle Armor		spell_item_brittle_armor_remove_stack	missing_binding
24670	Inferno		spell_warlock_inferno	missing_binding
24714	Trick		spell_item_trick	missing_binding
24717	Pirate Costume		spell_item_hallowed_wand	missing_binding
24718	Ninja Costume		spell_item_hallowed_wand	missing_binding
24719	Leper Gnome Costume		spell_item_hallowed_wand	missing_binding
24720	Random Costume		spell_item_hallowed_wand	missing_binding
24731	Fire Cannon		spell_item_cannon_fire	missing_binding
24737	Ghost Costume		spell_item_hallowed_wand	missing_binding
24742	Magic Wings		spell_item_magic_wings	missing_binding
24751	Trick or Treat		spell_item_trick_or_treat	missing_binding
24781	Dream Fog		spell_emerald_dragons_dream_fog	missing_binding
24933	Cannon		spell_darkmoon_steam_tonk_cannon	missing_binding
24937	Using Control Console		spell_controlling_steam_tonk	missing_binding
25026	Activate MG Turret		spell_activate_mg_turret	missing_binding
25027	Flamethrower		spell_flamethrower	missing_binding
25345	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
25599	Thundercrash		spell_rajaxx_thundercrash	missing_binding
25676	Drain Mana		spell_aq20_drain_mana	missing_binding
25677	Snowball		spell_snowball_knockback	missing_binding
25713	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25715	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25720	Place Loot		spell_decoy_place_loot	missing_binding
25727	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25728	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25729	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25730	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25731	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25732	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25733	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25734	 Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25735	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25736	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25737	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25738	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25739	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25740	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25741	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25742	Seal of Righteousness		spell_paladin_seal_of_righteousness	missing_binding
25754	Drain Mana		spell_aq20_drain_mana	missing_binding
25860	Reindeer Transformation		spell_reindeer_transformation	missing_binding
25863	Black Qiraji Battle Tank		spell_item_aq40_battle_tank	missing_binding
25953	Blue Qiraji Battle Tank		spell_item_aq40_battle_tank	missing_binding
25988	Eye for an Eye		spell_paladin_eye_for_an_eye	missing_binding
26052	Poison Bolt		spell_huhuran_poison_bolt_volley	missing_binding
26054	Red Qiraji Battle Tank		spell_item_aq40_battle_tank	missing_binding
26055	Yellow Qiraji Battle Tank		spell_item_aq40_battle_tank	missing_binding
26056	Green Qiraji Battle Tank		spell_item_aq40_battle_tank	missing_binding
26169	Oracle Healing Bonus		spell_item_oracle_healing_bonus	missing_binding
26180	Wyvern Sting		spell_hunter_wyvern_sting	missing_binding
26374	Elune's Candle		spell_item_elunes_candle	missing_binding
26391	Tentacle Call		spell_vanquished_tentacle_of_cthun	missing_binding
26457	Drain Mana		spell_aq40_drain_mana	missing_binding
26465	Mercurial Shield		spell_item_mercurial_shield_remove_stack	missing_binding
26467	Persistent Shield		spell_item_persistent_shield	missing_binding
26558	Meteor		spell_meteor	missing_binding
26559	Drain Mana		spell_aq40_drain_mana	missing_binding
26656	Black Qiraji Battle Tank		spell_summon_black_qiraji_battle_tank	missing_binding
26789	Shard of the Fallen Star		spell_meteor	missing_binding
27230			spell_warlock_create_healthstone	missing_spell
27433	Ectoplasmic Distiller		spell_forbidden_capital_restriction	missing_binding
27557	Ferocious Bite		spell_druid_ferocious_bite	missing_binding
27607	Power Word: Shield		spell_priest_power_word_shield	missing_binding
27617	Vanish		spell_rogue_vanish	missing_binding
27799	Holy Nova		spell_priest_holy_nova	missing_binding
27800	Holy Nova		spell_priest_holy_nova	missing_binding
27801	Holy Nova		spell_priest_holy_nova	missing_binding
27811	Blessed Recovery		spell_priest_blessed_recovery	missing_binding
27812	Void Blast		spell_kelthuzad_void_blast	missing_binding
27815	Blessed Recovery		spell_priest_blessed_recovery	missing_binding
27816	Blessed Recovery		spell_priest_blessed_recovery	missing_binding
